course_id,course_title,course_url,description,learning_outcomes,official_competencies,normalized_competencies,competency_category,tags,provider,author_creator,duration,course_type,difficulty_level,target_role,modules,assessments_available,language,license,source_url,extraction_note
ext_114471830248448000156,Forest Carbon Credits and Initiatives,https://portal.igotkarmayogi.gov.in/app/toc/ext/ext_114471830248448000156,NULL,NULL,NULL,NULL,NULL,NULL,Michigan State University,Michigan State University,6h,iGOT Marketplace (Coursera / partner-hosted),NULL,NULL,NULL,NULL,NULL,NULL,https://cdnbbsr.s3waas.gov.in/s3f7696a9b362ac5a51c3dc8f098b73923/uploads/2026/04/20260401805284386.pdf,Course ID/URL reconstructed from a line-wrapped PDF table cell; digits verified against source text but NOT independently confirmed by loading the live iGOT page (page requires JavaScript/login). Recommend spot-verification before production use.
ext_114471831709081600161,Design Thinking and Predictive Analytics for Data Products,https://portal.igotkarmayogi.gov.in/app/toc/ext/ext_114471831709081600161,NULL,NULL,NULL,NULL,NULL,NULL,University of California San Diego,University of California San Diego,8h 25m,iGOT Marketplace (Coursera / partner-hosted),NULL,NULL,NULL,NULL,NULL,NULL,https://cdnbbsr.s3waas.gov.in/s3f7696a9b362ac5a51c3dc8f098b73923/uploads/2026/04/20260401805284386.pdf,Course ID/URL reconstructed from a line-wrapped PDF table cell; digits verified against source text but NOT independently confirmed by loading the live iGOT page (page requires JavaScript/login). Recommend spot-verification before production use.
ext_114471826132869120165,Effective Engagement of Civil Society in Development,https://portal.igotkarmayogi.gov.in/app/toc/ext/ext_114471826132869120165,NULL,NULL,NULL,NULL,NULL,NULL,Erasmus University Rotterdam,Erasmus University Rotterdam,13h 19m,iGOT Marketplace (Coursera / partner-hosted),NULL,NULL,NULL,NULL,NULL,NULL,https://cdnbbsr.s3waas.gov.in/s3f7696a9b362ac5a51c3dc8f098b73923/uploads/2026/04/20260401805284386.pdf,Course ID/URL reconstructed from a line-wrapped PDF table cell; digits verified against source text but NOT independently confirmed by loading the live iGOT page (page requires JavaScript/login). Recommend spot-verification before production use.
ext_114471819373109248140,Blockchain Platforms,https://portal.igotkarmayogi.gov.in/app/toc/ext/ext_114471819373109248140,NULL,NULL,NULL,NULL,NULL,NULL,"University at Buffalo, The State University of New York","University at Buffalo, The State University of New York",16h 16m,iGOT Marketplace (Coursera / partner-hosted),NULL,NULL,NULL,NULL,NULL,NULL,https://cdnbbsr.s3waas.gov.in/s3f7696a9b362ac5a51c3dc8f098b73923/uploads/2026/04/20260401805284386.pdf,Course ID/URL reconstructed from a line-wrapped PDF table cell; digits verified against source text but NOT independently confirmed by loading the live iGOT page (page requires JavaScript/login). Recommend spot-verification before production use.
ext_114471816782184448129,Trade and Investment: Evidence-based policies for development,https://portal.igotkarmayogi.gov.in/app/toc/ext/ext_114471816782184448129,NULL,NULL,NULL,NULL,NULL,NULL,"Erasmus University, Rotterdam","Erasmus University, Rotterdam",17h 2m,iGOT Marketplace (Coursera / partner-hosted),NULL,NULL,NULL,NULL,NULL,NULL,https://cdnbbsr.s3waas.gov.in/s3f7696a9b362ac5a51c3dc8f098b73923/uploads/2026/04/20260401805284386.pdf,Course ID/URL reconstructed from a line-wrapped PDF table cell; digits verified against source text but NOT independently confirmed by loading the live iGOT page (page requires JavaScript/login). Recommend spot-verification before production use.
NULL,Overview of Basic Statistics,NULL,NULL,NULL,NULL,"Statistics -> Official Statistics / Survey Methodology (analyst-assigned, based on title only, NOT an iGOT-native tag)",Statistical Competencies,NULL,NULL,NULL,2h 5m,iGOT native self-paced course (inferred; course platform is iGOT per surrounding document context),NULL,NULL,NULL,NULL,NULL,NULL,https://www.mospi.gov.in/uploads/announcements/announcements_1775034332154_0ff2d7ab-39ac-49a5-b01a-8c9d5966bea3_NSSTA_OM_1.4.26_.pdf,Course ID and direct course URL were NOT printed in this source document (only title + duration were listed under 'Annexure II'). This course could not be located on the live iGOT portal because course pages are JavaScript-rendered and require an authenticated session to browse/search. Field left NULL rather than guessed.
NULL,Handling Unit Level Data of Household Consumption Expenditure Survey,NULL,NULL,NULL,NULL,"Statistics -> Official Statistics / Survey Methodology (analyst-assigned, based on title only, NOT an iGOT-native tag)",Statistical Competencies,NULL,NULL,NULL,2h 5m,iGOT native self-paced course (inferred; course platform is iGOT per surrounding document context),NULL,NULL,NULL,NULL,NULL,NULL,https://www.mospi.gov.in/uploads/announcements/announcements_1775034332154_0ff2d7ab-39ac-49a5-b01a-8c9d5966bea3_NSSTA_OM_1.4.26_.pdf,Course ID and direct course URL were NOT printed in this source document (only title + duration were listed under 'Annexure II'). This course could not be located on the live iGOT portal because course pages are JavaScript-rendered and require an authenticated session to browse/search. Field left NULL rather than guessed.
NULL,Handling Unit Level Data of Annual Survey of Industries,NULL,NULL,NULL,NULL,"Statistics -> Official Statistics / Survey Methodology (analyst-assigned, based on title only, NOT an iGOT-native tag)",Statistical Competencies,NULL,NULL,NULL,23m 45s,iGOT native self-paced course (inferred; course platform is iGOT per surrounding document context),NULL,NULL,NULL,NULL,NULL,NULL,https://www.mospi.gov.in/uploads/announcements/announcements_1775034332154_0ff2d7ab-39ac-49a5-b01a-8c9d5966bea3_NSSTA_OM_1.4.26_.pdf,Course ID and direct course URL were NOT printed in this source document (only title + duration were listed under 'Annexure II'). This course could not be located on the live iGOT portal because course pages are JavaScript-rendered and require an authenticated session to browse/search. Field left NULL rather than guessed.
NULL,Handling Data of Annual Survey of Unincorporated Sector Enterprises,NULL,NULL,NULL,NULL,"Statistics -> Official Statistics / Survey Methodology (analyst-assigned, based on title only, NOT an iGOT-native tag)",Statistical Competencies,NULL,NULL,NULL,27m 55s,iGOT native self-paced course (inferred; course platform is iGOT per surrounding document context),NULL,NULL,NULL,NULL,NULL,NULL,https://www.mospi.gov.in/uploads/announcements/announcements_1775034332154_0ff2d7ab-39ac-49a5-b01a-8c9d5966bea3_NSSTA_OM_1.4.26_.pdf,Course ID and direct course URL were NOT printed in this source document (only title + duration were listed under 'Annexure II'). This course could not be located on the live iGOT portal because course pages are JavaScript-rendered and require an authenticated session to browse/search. Field left NULL rather than guessed.
NULL,Know Your Ministry - Ministry of Statistics and Programme Implementation,NULL,NULL,NULL,NULL,"Statistics -> Official Statistics / Survey Methodology (analyst-assigned, based on title only, NOT an iGOT-native tag)",Statistical Competencies,NULL,NULL,NULL,1h 10m,iGOT native self-paced course (inferred; course platform is iGOT per surrounding document context),NULL,NULL,NULL,NULL,NULL,NULL,https://www.mospi.gov.in/uploads/announcements/announcements_1775034332154_0ff2d7ab-39ac-49a5-b01a-8c9d5966bea3_NSSTA_OM_1.4.26_.pdf,Course ID and direct course URL were NOT printed in this source document (only title + duration were listed under 'Annexure II'). This course could not be located on the live iGOT portal because course pages are JavaScript-rendered and require an authenticated session to browse/search. Field left NULL rather than guessed.
do_1140561554800394241156,Nation Branding,https://portal.igotkarmayogi.gov.in/app/toc/do_1140561554800394241156/overview,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,iGOT native self-paced course,NULL,NULL,NULL,NULL,NULL,NULL,https://niepvd.nic.in/igot31march/,"Course ID taken from an external government circular reproducing an iGOT deep-link. Attempted to fetch the live overview page directly; it returned only a JavaScript-shell (no content), so title was NOT independently re-confirmed against the live page -- provider/duration/description could not be verified and are left NULL."
do_113981544641339392163,Design Thinking for Excellence in Public Services,https://portal.igotkarmayogi.gov.in/app/toc/do_113981544641339392163/overview,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,iGOT native self-paced course,NULL,NULL,NULL,NULL,NULL,NULL,https://niepvd.nic.in/igot31march/,"Course ID taken from an external government circular reproducing an iGOT deep-link. Attempted to fetch the live overview page directly; it returned only a JavaScript-shell (no content), so title was NOT independently re-confirmed against the live page -- provider/duration/description could not be verified and are left NULL."
do_1141534070151987201679,"Overview of Viksit Bharat, 2047",https://portal.igotkarmayogi.gov.in/app/toc/do_1141534070151987201679/overview,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,iGOT native self-paced course,NULL,NULL,NULL,NULL,NULL,NULL,https://niepvd.nic.in/igot31march/,"Course ID taken from an external government circular reproducing an iGOT deep-link. Attempted to fetch the live overview page directly; it returned only a JavaScript-shell (no content), so title was NOT independently re-confirmed against the live page -- provider/duration/description could not be verified and are left NULL."
